ID,Poklic
1262039,Igralec
1263588,Pevec
1263588,Skladatelj
1263976,Glasbeni učitelj
1263976,Klarinetist
1268202,Rokometaš
1268259,Šahist
1271168,Tenisač
1272422,Pesnik
1272422,Pisatelj
1275522,Zločinec
1275522,Serijski morilec
1277170,Jezikoslovec
1277170,Literarni zgodovinar
1277170,Esejist
1277170,Filozof
1277170,Literarni kritik
1277170,Prevajalec
1277170,Pisatelj
1278140,Pesnik
1278140,Pisatelj
1280314,Vojaška osebnost
1282852,Mladinski pisatelj
1282852,Urednik
1282852,Pesnik
1282852,Pisatelj
1284327,Kemik
1284327,Pisatelj
1284332,Jezikoslovec
1284332,Novinar
1284332,Prevajalec
1284332,Pesnik
1284332,Pisatelj
1285890,Telovadec
1285890,Orodni telovadec
1290226,Nogometaš
1291392,Namizni tenisač
1310829,Biatlonec
1338151,Smučarski skakalec
1340325,Hokejist
1340325,Hokejski trener
1340371,Taekwondoist
1345407,Alpski smučar
1345485,Teolog
1345485,Duhovnik
1345485,Misijonar
1345485,Raziskovalec
1346264,Biatlonec
1348474,Nogometaš
1353796,Alpski smučar
1355934,Nogometaš
1361315,Nogometaš
1365796,Deskar na snegu
1365887,Alpski smučar
1366238,Alpski smučar
1369372,Veslač
1369465,Astrofizik
1369465,Astronom
1369725,Redovnik
1369725,Duhovnik
1369725,Pisatelj
1371533,Nogometaš
1376233,Filmski režiser
1378416,Politolog
1378416,Diplomat
1378416,Politik
1379874,Biatlonec
1379874,Smučarski tekač
1386018,Kolesar
1389373,Nogometaš
1389433,Trener smučarskih skokov
1389433,Smučarski skakalec
1389581,Alpski smučar
1393163,Novinar
1393163,Univerzitetni profesor
1393163,Zgodovinar
1393163,Pisatelj
1395360,Smučarski skakalec
1396203,Atlet
1396691,Esejist
1396691,Dramatik
1396691,Pisatelj
1397983,Prevajalec svetega pisma
1397983,Ugankar
1397983,Esejist
1397983,Kritik
1397983,Literarni kritik
1397983,Prevajalec
1397983,Pesnik
1397983,Pisatelj
1398041,Pisatelj znanstvene fantastike
1398041,Urednik
1398041,Fizik
1398041,Politik
1398041,Pisatelj
1398765,Nogometaš
1399037,Trener smučarskih skokov
1399037,Smučarski skakalec
1399784,Trener smučarskih skokov
1399784,Smučarski skakalec
1399798,Nogometaš
1399832,Smučarski skakalec
1413662,Pesnik
1413662,Pisatelj
1415458,Univerzitetni profesor
1415458,Minister
1415458,Politik
1430463,Smučarski skakalec
1447270,Entomolog
1447270,Botanik
1447270,Teolog
1447270,Duhovnik
1447270,Knjižničar
1476075,Rokometaš
1491604,Hokejist
1492284,Kolesar
1496745,Smučarski skakalec
1496745,Nordijski kombinatorec
1502530,Univerzitetni profesor
1502530,Slikar
1509087,Nogometaš
1545201,Univerzitetni profesor
1545201,Pravnik
1545201,Politik
1545201,Odvetnik
1545223,Pravnik
1545223,Politik
1545223,Odvetnik
1545248,Hokejist
1556027,Zdravnik
1556027,Skladatelj
1564209,Jezikoslovec
1564209,Prevajalec
1564209,Glasbeni producent
1564209,Skladatelj
1564209,Igralec
1564244,Gledališki igralec
1564244,Igralec
1564244,Filmski igralec
1581584,Smučarski skakalec
1587562,Nogometaš
1587562,Nogometni trener
1605703,Arhitekt
1605863,Sociolog
1605863,Urednik
1605863,Psiholog
1605863,Diplomat
1605863,Politik
1613191,Duhovnik
1628512,Sociolog
1628512,Politik
1642178,Filozof
1647927,Badmintonist
1657495,Pedagog
1657495,Fizik
1657720,Nogometaš
1668109,Avtor
1668109,Zgodovinar
1668109,Ekonomist
1668109,Pisatelj
1674888,Namizni tenisač
1675783,Matematik
1676158,Jezikoslovec
1676158,Esejist
1676158,Avtor
1676158,Prevajalec
1676158,Pesnik
1676158,Pisatelj
1679332,Risar
1679332,Kipar
1679332,Slikar
1679332,Ilustrator
1679332,Pesnik
1679332,Pisatelj
1682686,Filmski režiser
1682686,Televizijski režiser
1682686,Univerzitetni profesor
1682686,Igralec
1682690,Nogometaš
1682690,Nogometni trener
1682818,Glasbeni učitelj
1682818,Filmski producent
1682818,Filmski režiser
1682818,Univerzitetni profesor
1682818,Pianist
1682818,Direktor fotografije
1682818,Skladatelj
1682818,Fotograf
1695374,Avtor
1695374,Zgodovinar
1695374,Pisatelj
1695581,Nogometaš
1695581,Nogometni trener
1706993,Lokostrelec
1707805,Košarkar
1708717,Vojaški zdravnik
1708717,Zdravnik
1708717,Skladatelj
1710276,Biatlonec
1710276,Smučarski tekač
1710277,Zgodovinar
1710280,Nogometaš
1710280,Nogometni trener
1713830,Rokometaš
1733874,Športni strelec
1740190,Nogometaš
1743645,Glasbeni učitelj
1743645,Esejist
1743645,Univerzitetni profesor
1743645,Pianist
1743645,Prevajalec
1743645,Skladatelj
1743645,Fotograf
1754963,Plavalec
1754970,Plavalec
1773598,Nogometaš
1799194,Trener smučarskih skokov
1799194,Smučarski skakalec
1811902,Veslač
1812273,Krmar
1812361,Veslač
1819410,Filozof
1819410,Univerzitetni profesor
1819410,Prevajalec
1819410,Diplomat
1819410,Pravnik
1819410,Odvetnik
1824937,Biatlonec
1835239,Gorski kolesar
1835239,Kolesar
1847011,Oblikovalec
1847011,Grafični oblikovalec
1851802,Alpski smučar
1851922,Nordijski kombinatorec
1851922,Smučarski skakalec
1856006,Hokejist
1861677,Politik
1861677,Zdravnik
1873447,Biatlonec
1876840,Harmonikar
1876840,Glasbenik
1876850,Badmintonist
1885997,Badmintonist
1899746,Biatlonec
1899757,Biatlonec
1900821,Nogometaš
1900836,Nogometaš
1900836,Nogometni trener
1900839,Dirigent
1908162,Biatlonec
1908834,Hokejist
1908877,Biatlonec
1908879,Smučarski skakalec
1932743,Rokometaš
1934173,Rokometaš
1937011,Nogometaš
1937244,Publicist
1937244,Prevajalec
1937244,Učitelj
1937244,Pisatelj
1938947,Judoist
1939671,Prazgodovinar
1939671,Antropolog
1939671,Arheolog
1939671,Paleontolog
1939671,Geolog
1939707,Hokejist
1968767,Politik
1968767,Pisatelj
1968767,Esejist
1968767,Kritik
1968767,Literarni kritik
1968767,Dramaturg
1968767,Prevajalec
1968767,Politični komisar
1969431,Kulturni kritik
1969431,Esejist
1969431,Sociolog
1969431,Urednik
1969431,Prevajalec
1969431,Pesnik
1969957,Rokometaš
1973597,Pianist
1973597,Skladatelj
1988873,Nogometaš
1991329,Košarkarski trener
1991329,Športni strokovni komentator
2016907,Nogometaš
2017721,Nogometaš
2022882,Publicist
2022882,Esejist
2022882,Kritik
2022882,Prevajalec
2022882,Dramatik
2022882,Partizan
2022882,Pesnik
2022882,Pisatelj
2024776,Diplomat
2024776,Minister
2024776,Politik
2032509,Alpinist
2032509,Plezalec
2032761,Košarkar
2033668,Košarkar
2033827,Košarkar
2046611,Arheolog
2046611,Filmski režiser
2057044,Nogometaš
2057044,Nogometni trener
2058682,Nogometaš
2063514,Smučarski skakalec
2066244,Nogometaš
2067069,Nogometaš
2067069,Nogometni trener
2071744,Antropolog
2071744,Arheolog
2071744,Botanik
2071744,Meteorolog
2071744,Kustos
2071744,Geolog
2071744,Zgodovinar
2071744,Politik
2074921,Smučarski skakalec
2074921,Izumitelj
2080937,Nogometaš
2081084,Sindikalist
2081084,Partizan
2081084,Politični komisar
2081084,Politik
2081618,Politični komisar
2081618,Politik
2092750,Hokejist
2092911,Jezikoslovec
2092911,Esejist
2092911,Filozof
2092911,Kolumnist
2092911,Esperantist
2092911,Prevajalec
2092911,Pisatelj
2093546,Nogometaš
2097345,Hokejist
2107611,Judoist
2110167,Smučarski skakalec
2110167,Kolesar
2112771,Biatlonec
2112771,Smučarski tekač
2119646,Kolesar
2121167,Gospodinja
2138787,Skladatelj
2138787,Sodnik
2154877,Častnik
2154877,Skladatelj
2154996,Judoist
2165261,Didžej
2166258,Nogometaš
2166268,Biblicist
2166268,Jezikoslovec
2166268,Filolog
2166268,Esejist
2166268,Dramaturg
2166268,Prevajalec
2166268,Dramatik
2166268,Pesnik
2166268,Pisatelj
2194106,Pesnik
2194106,Pisatelj
2194106,Dramatik
2194106,Diplomat
2194106,Politik
2214109,Nogometaš
2226789,Diplomat
2226789,Vojaška osebnost
2228682,Atlet
2231223,Nogometaš
2236373,Nogometaš
2239174,Nogometaš
2239174,Nogometni trener
2254997,Rokometaš
2256514,Nogometaš
2256514,Nogometni trener
2260816,Judoist
2263124,Rokometaš
2266523,Slikar
2266523,Ilustrator
2266523,Arhitekt
2266523,Pisatelj
2268845,Grafik
2268845,Slikar
2268845,Fotograf
2272606,Rokometaš
2280312,Bankir
2280312,Ekonomist
2280312,Politik
2281895,Hokejist
2281895,Hokejski trener
2282246,Grafik
2282246,Oblikovalec
2282246,Slikar
2282246,Ilustrator
2282792,Košarkar
2291089,Košarkar
2306993,Nogometaš
2308816,Politolog
2308816,Politik
2324642,Filozof
2324642,Politik
2332578,Telovadec
2332578,Orodni telovadec
2339347,Slikar
2339347,Pevec
2339787,Nogometaš
2345954,Pisatelj
2345954,Dramatik
2345954,Esejist
2345954,Novinar
2345982,Pesnik
2346395,Diplomat
2346395,Politični komisar
2346395,Politik
2353788,Pilot
2353788,Vojaški pilot
2357478,Partizan
2362903,Sabljač
2367359,Nogometaš
2372001,Judoist
2372013,Judoist
2372211,Judoist
2378116,Umetnik
2380540,Partizan
2380540,Pravnik
2380540,Politični komisar
2380540,Politik
2380540,Odvetnik
2382320,Fizik
2382320,Pisatelj
2402238,Telovadec
2402238,Orodni telovadec
2402238,Sodnik
2404888,Operni pevec
2410786,Veslač
2413729,Novinar
2413729,Dramatik
2413729,Pesnik
2413729,Pisatelj
2419171,Nogometaš
2420571,Nogometaš
2430383,Košarkar
2440588,Gledališki režiser
2440601,Biatlonec
2441000,Jezikoslovec
2441000,Literarni zgodovinar
2441000,Literarni kritik
2441000,Knjižničar
2444202,Nogometaš
2452206,Košarkar
2456412,Veslač
2472077,Nogometaš
2472334,Košarkar
2474110,Pravnik
2474110,Politik
2474110,Pesnik
2474110,Pisatelj
2474664,Košarkarski trener
2478801,Univerzitetni profesor
2478801,Dirigent
2497776,Slikar
2506568,Botanik
2506568,Geograf
2506568,Geolog
2506568,Naravoslovec
2508496,Alpinist
2508496,Teolog
2508496,Duhovnik
2508496,Pesnik
2508496,Učitelj
2508496,Pisatelj
2512445,Filozof
2512445,Sociolog
2512445,Univerzitetni profesor
2512445,Politik
2517747,Nogometaš
2517747,Nogometni trener
2524734,Pevec
2531888,Deskar na snegu
2534734,Pravnik
2534734,Politik
2534734,Odvetnik
2539082,Nogometaš
2539126,Nogometaš
2539126,Nogometni trener
2539609,Košarkarski trener
2539609,Košarkar
2550686,Jezikoslovec
2550686,Prevajalec
2550686,Duhovnik
2550686,Pisatelj
2557893,Šahist
2568024,Smučarski skakalec
2570472,Troskokač
2570472,Atlet
2576166,Alpski smučar
2579549,Nogometaš
2591356,Motociklist
2596263,Nogometaš
2604682,Nogometaš
2604829,Košarkarski trener
2604829,Športni strokovni komentator
2607662,Partizan
2607662,Zdravnik
2607662,Pisatelj
2613011,Telovadec
2613011,Orodni telovadec
2613011,Poslovnež
2613196,Tenisač
2620536,Publicist
2620536,Šahist
2620838,Športni komentator
2620838,Politik
2620838,Košarkarski trener
2620838,Košarkar
2626579,Nogometaš
2631003,Veslač
2631055,Krmar
2631064,Veslač
2631737,Telovadec
2631737,Orodni telovadec
2631761,Telovadec
2631761,Orodni telovadec
2634353,Košarkarski trener
2634353,Košarkar
2646442,Nogometaš
2646595,Mladinski pisatelj
2646595,Gledališki igralec
2646595,Ilustrator
2646595,Pevec
2646595,Pesnik
2646595,Pisatelj
2646595,Igralec
2646918,Nogometaš
2646918,Nogometni trener
2662614,Umetnostni drsalec
2665806,Nogometaš
2666010,Glasbeni producent
2666010,Didžej
2666010,Skladatelj
2666127,Nogometaš
2666422,Trener umetnostnega drsanja
2666422,Umetnostni drsalec
2666448,Atlet
2675370,Jezikoslovec
2675370,Gledališki režiser
2675370,Novinar
2675370,Prevajalec
2675370,Pesnik
2675370,Pisatelj
2679318,Alpinist
2679318,Smučar
2679938,Nogometaš
2680148,Nogometaš
2680148,Nogometni trener
2680191,Nogometaš
2696861,Plavalec
2698706,Politik
2698706,Inženir
2711906,Nogometaš
2713817,Nogometaš
2719753,Teolog
2719753,Redovnik
2719753,Politik
2719753,Zdravnik
2731993,Nogometaš
2741665,Hokejist
2745381,Nogometaš
2757381,Filmski igralec
2757381,Gledališki igralec
2778880,Veslač
2790169,Nogometaš
2803741,Filmski igralec
2803741,Televizijski voditelj
2803741,Igralec
2813367,Kajakaš
2831887,Hokejist
2831887,Hokejski trener
2832652,Odbojkar
2832654,Odbojkar na mivki
2832654,Odbojkar
2832666,Jazz glasbenik
2832666,Pevec
2834991,Mladinski pisatelj
2834991,Televizijski voditelj
2834991,Pisatelj
2834991,Igralec
2837351,Orodni telovadec
2840063,Alpski smučar
2846260,Kanuist
2846519,Hokejist
2857027,Dirigent
2884077,Metalec kladiva
2884077,Atlet
2910958,Košarkar
2913497,Alpinist
2913497,Kipar
2913514,Vohun
2913514,Zgodovinar
2913514,Politik
2923166,Skladatelj klasične glasbe
2923166,Skladatelj
2944601,Nogometaš
2983835,Glasbeni učitelj
2983835,Pianist
2988892,Violinist
2988892,Koncertni mojster
2988892,Dirigent
2988892,Skladatelj
2988912,Jezikoslovec
2988912,Esejist
2988912,Literarni kritik
2988912,Literarni urednik
2988912,Avtor
2988912,Prevajalec
2988912,Pesnik
2988912,Pisatelj
3015109,Smučarski skakalec
3019299,Smučarski skakalec
3019332,Smučarski skakalec
3021362,Kajakaš
3024402,Plesalec
3024402,Fotomodel
3031611,Atlet
3038431,Kolesar
3038660,Hokejist
3038660,Hokejski trener
3039202,Nogometaš
3041797,Esejist
3041797,Režiser
3041797,Gledališki režiser
3041797,Dramatik
3041797,Pisatelj
3044510,Smučarski skakalec
3048188,Košarkar
3048193,Hokejist
3048193,Hokejski trener
3056823,Hokejist
3056823,Hokejski trener
3056823,Nogometaš
3061255,Teolog
3061255,Kolumnist
3061255,Televizijski voditelj
3061255,Politik
3061293,Kajakaš
3070939,Filmski režiser
3070939,Pisatelj
3070939,Scenarist
3078852,Mladinski pisatelj
3078852,Prevajalec
3078852,Dramatik
3078852,Pesnik
3078852,Pisatelj
3080044,Skladatelj
3080513,Hokejist
3080757,Filmski režiser
3080757,Univerzitetni profesor
3080757,Scenarist
3091258,Pravnik
3091258,Politik
3091258,Odvetnik
3098105,Slavist
3098105,Jezikoslovec
3098105,Literarni zgodovinar
3098105,Univerzitetni profesor
3098105,Urednik
3098105,Etnolog
3107433,Alpski smučar
3110763,Orodni telovadec
3110828,Hokejist
3110828,Hokejski trener
3139008,Gorski kolesar
3139008,Kolesar
3148315,Nogometaš
3156327,Hokejist
3160608,Hokejist
3161770,Hokejist
3161938,Veslač
3176874,Hortikulturist
3176874,Botanik
3179153,Jadralec
3179164,Atlet
3186078,Pesnik
3186078,Skladatelj
3186078,Pisatelj
3187532,Grafik
3187532,Slikar
3187532,Ilustrator
3190166,Kajakaš
3190167,Pomorščak
3190167,Pisatelj
3190197,Hokejist
3195073,Hokejist
3197800,Hokejist
3211365,Atlet
3211770,Maratonec
3211770,Atlet
3211776,Plavalec
3217812,Glasbenik
3217812,Pevec
3217812,Skladatelj
3246961,Nogometaš
3246961,Nogometni trener
3266990,Košarkar
3266992,Hokejist
3280424,Plezalec
3280433,Jazz glasbenik
3280433,Pevec
3293920,Hokejist
3293920,Hokejski trener
3293920,Športni strokovni komentator
3293928,Umetnik
3293928,Arhitekt
3298399,Kolesar
3298483,Alpinist
3298483,Pilot
3298483,Fotograf
3299175,Hokejist
3299175,Hokejski trener
3304550,Model
3304550,Pevec
3306631,Violinist
3313052,Raziskovalec
3313052,Alpinist
3313052,Biolog
3313990,Veslač
3314696,Plezalec
3317117,Odbojkar
3328029,Hokejist
3328029,Hokejski trener
3333537,Redovnik
3333537,Duhovnik
3333537,Pisatelj
3338766,Jezikoslovec
3338766,Hetitolog
3341940,Kajakaš
3347416,Vohun
3347416,Sociolog
3347416,Politik
3347416,Odvetnik
3347416,Sodnik
3347423,Partizan
3347423,Pravnik
3347423,Politik
3347423,Odvetnik
3358752,Športni strelec
3364524,Rokometaš
3365220,Smučarski skakalec
3366414,Gradbeni inženir
3366414,Smučarski skakalec
3366414,Inženir
3366414,Arhitekt
3380003,Smučarski skakalec
3380061,Smučarski skakalec
3380075,Smučarski skakalec
3403280,Rokometaš
3403285,Kolesar
3435561,Atlet
3438411,Kipar
3441042,Partizan
3446388,Pesnik
3446388,Pisatelj
3446388,Igralec
3446399,Etnolog
3446399,Zgodovinar
3446399,Pesnik
3446399,Pisatelj
3451547,Televizijski igralec
3451547,Igralec
3461131,Veslač
3467366,Rokometaš
3471936,Košarkar
3474892,Veslač
3487630,Novinar
3487630,Tekstopisec
3487630,Glasbenik
3487630,Pevec
3487725,Politik
3487725,Sociolog
3487725,Novinar
3487725,Urednik
3487765,Politik
3487765,Odvetnik
3487765,Pisatelj
3487765,Sodnik
3487786,Ravnatelj
3487786,Politik
3487786,Učitelj
3487795,Politik
3487795,Zdravnik
3487959,Filozof
3487959,Sociolog
3487959,Novinar
3487959,Teolog
3487959,Duhovnik
3487959,Politik
3487959,Pisatelj
3488045,Duhovnik
3488045,Dramatik
3488045,Pisatelj
3489389,Partizan
3489389,Ekonomist
3489389,Politični komisar
3489389,Politik
3491326,Kemik
3491574,Novinar
3491574,Pisatelj
3499111,Jezikoslovec
3499111,Urednik
3499111,Prevajalec
3499111,Pesnik
3499111,Pisatelj
3499367,Jezikoslovec
3499367,Literarni zgodovinar
3499367,Esejist
3499367,Prevajalec
3499367,Pesnik
3499403,Tenisač
3499408,Slikar
3499408,Duhovnik
3499408,Izumitelj
3499408,Pesnik
3499408,Pisatelj
3499408,Fotograf
3499450,Karikaturist
3499450,Slikar
3499450,Ilustrator
3499450,Pisatelj
3499475,Jezikoslovec
3499475,Novinar
3499475,Prevajalec
3499475,Politik
3499475,Pesnik
3499475,Pisatelj
3499486,Kanuist
3499486,Umetnostni zgodovinar
3499486,Diplomat
3499494,Novinar
3499494,Glasbenik
3499494,Dramatik
3499494,Pesnik
3499494,Skladatelj
3499494,Pisatelj
3499501,Pisatelj znanstvene fantastike
3499501,Mladinski pisatelj
3499501,Psiholog
3499501,Pisatelj
3499657,Zgodovinar
3503544,Pravnik
3503544,Politik
3503544,Odvetnik
3503544,Sodnik
3503549,Publicist
3503549,Esejist
3503549,Literat
3503549,Literarni kritik
3503549,Urednik
3503549,Dramatik
3503549,Partizan
3503549,Politik
3503549,Pisatelj
3503598,Univerzitetni profesor
3503598,Ekonomist
3503598,Pravnik
3503598,Politik
3503598,Odvetnik
3503611,Diplomat
3503611,Politik
3503611,Sociolog
3503904,Partizan
3503904,Politični komisar
3503904,Politik
3504069,Pravnik
3504069,Politični komisar
3504069,Politik
3505192,Šprinter
3513069,Skladatelj
3513259,Mladinski pisatelj
3513259,Novinar
3513259,Pisatelj
3513280,Partizan
3513280,Skladatelj
3513280,Pisatelj
3529139,Udeleženec lepotnih tekmovanj
3529139,Model
3531587,Hokejist
3531587,Hokejski trener
3552512,Kajakaš
3555213,Glasbenik
3555213,Prevajalec
3555213,Pevec
3555213,Pesnik
3555213,Pisatelj
3559976,Scenarist
3559976,Režiser
3559976,Filmski režiser
3559976,Skladatelj
3559976,Igralec
3576328,Hokejist
3576328,Hokejski trener
3576328,Športni strokovni komentator
3594301,Nogometaš
3601119,Slikar
3609484,Nogometaš
3610904,Nogometaš
3610908,Nogometaš
3610910,Nogometaš
3611385,Zdravnik
3611871,Nogometaš
3612407,Nogometaš
3612458,Teolog
3612458,Redovnik
3612458,Duhovnik
3612458,Psiholog
3612875,Košarkar
3614365,Nogometaš
3614365,Športni agent
3614849,Alpski smučar
3616220,Košarkarski trener
3616220,Košarkar
3616587,Nogometaš
3617591,Igralec
3619524,Nogometaš
3622163,Jezikoslovec
3622163,Prevajalec
3622163,Pesnik
3622163,Pisatelj
3623371,Slavist
3623371,Jezikoslovec
3640894,Harmonikar
3640894,Glasbenik
3640894,Skladatelj
3642611,Košarkarski trener
3642611,Košarkar
3643776,Nogometni trener
3643776,Nogometaš
3643898,Režiser
3643898,Gledališki režiser
3643898,Dramaturg
3643898,Dramatik
3643898,Zgodovinar
3643898,Pisatelj
3678133,Diplomat
3699812,Košarkar
3701301,Nogometaš
3702759,Filmski kritik
3702759,Sociolog
3702759,Politik
3703120,Nogometaš
3704829,Nogometaš
3704829,Nogometni trener
3704833,Nogometaš
3705454,Nogometaš
3710554,Urednik
3710554,Matematik
3715115,Muzikolog
3715115,Skladatelj
3715784,Košarkar
3716760,Esejist
3716760,Alpinist
3716760,Novinar
3716760,Pisatelj
3716763,Nogometaš
3716763,Nogometni trener
3717053,Nogometaš
3720013,Operni pevec
3720013,Pevec
3724223,Plavalec
3725211,Nogometaš
3731697,Nogometaš
3739767,Politik
3742788,Pesnik
3742788,Pisatelj
3742788,Scenarist
3749279,Vojaška osebnost
3773445,Nogometaš
3776473,Nogometaš
3792439,Atlet
3804689,Založnik
3804689,Novinar
3804689,Urednik
3804689,Politik
3806219,Košarkar
3809139,Tenisač
3810362,Mladinski pisatelj
3810362,Urednik
3810362,Dramatik
3810362,Učitelj
3810362,Pisatelj
3811380,Košarkar
3812958,Teolog
3812958,Redovnik
3812958,Pesnik
3813876,Agronom
3813876,Urednik
3813876,Pisatelj
3815836,Odbojkar
3843583,Košarkar
3849400,Košarkar
3849635,Jezikoslovec
3849635,Esejist
3849635,Prevajalec
3849635,Pesnik
3849635,Pisatelj
3849642,Nogometaš
3851851,Nogometaš
3851898,Nogometaš
3851901,Filmski režiser
3851901,Scenarist
3857304,Nogometaš
3857305,Košarkar
3857851,Atlet
3857851,Slikar
3857937,Geograf
3857937,Zgodovinar
3858776,Snemalec
3858776,Fotograf
3874545,Nogometaš
3878112,Kanuist
3878112,Strojni inženir
3891870,Tekmovalec v bobu
3891870,Atlet
3897779,Nogometaš
3898338,Etnomuzikolog
3898338,Slavist
3898338,Muzikolog
3898338,Jezikoslovec
3898338,Skladatelj
3907662,Košarkar
3914976,Kanuist
3914976,Agronom
3916403,Tenisač
3925174,Alpinist
3925174,Pisatelj
3946509,Nogometaš
3948120,Košarkar
3962737,Košarkar
3976459,Nogometaš
3976459,Nogometni trener
3991497,Nogometaš
3997401,Kemik
4015884,Nogometaš
4015884,Nogometni trener
4016064,Arhitekt
4022080,Jezikoslovec
4022080,Urednik
4022080,Prevajalec
4022080,Pesnik
4022080,Pisatelj
4024808,Nogometaš
4067213,Telovadec
4067213,Orodni telovadec
4069220,Nogometaš
4116804,Flavtist
4116804,Glasbenik
4118853,Motociklist
4127236,Vohun
4127236,Partizan
4164381,Filozof
4164381,Psihoanalitik
4171162,Kantavtor
4171162,Skladatelj
4171162,Igralec
4180489,Nogometaš
4194038,Pevec
4219729,Esejist
4219729,Literat
4219729,Novinar
4219729,Dramatik
4219729,Pesnik
4219729,Pisatelj
4231808,Smučarski skakalec
4251404,Slikar
4252387,Mladinski pisatelj
4252387,Prevajalec
4252387,Dramatik
4252387,Pesnik
4252387,Pisatelj
4252387,Igralec
4274517,Dialektolog
4274517,Jezikoslovec
4283422,Mladinski pisatelj
4283422,Urednik
4283422,Prevajalec
4283422,Dramatik
4283422,Pesnik
4283422,Pisatelj
4305233,Jezikoslovec
4305233,Filozof
4305233,Sociolog
4305233,Novinar
4305233,Prevajalec
4309430,Dramaturg
4309430,Prevajalec
4309430,Dramatik
4309430,Esejist
4309430,Mladinski pisatelj
4309430,Urednik
4309430,Pesnik
4355186,Operni pevec
4355186,Pevec
4355190,Atlet
4362099,Nogometaš
4372980,Telovadec
4384835,Glasbenik
4384835,Pevec
4401157,Antropolog
4401157,Arheolog
4401157,Geograf
4401157,Zgodovinar
4423164,Televizijski voditelj
4423164,Komik
4423164,Igralec
4425639,Esejist
4425639,Mladinski pisatelj
4425639,Novinar
4425639,Pesnik
4425639,Pisatelj
4438434,Filmski režiser
4442392,Slikar
4442392,Restavrator
4454564,Smučarski skakalec
4460833,Slavist
4460833,Jezikoslovec
4518395,Jezikoslovec
4518395,Esejist
4518395,Filozof
4518395,Urednik
4518395,Prevajalec
4518395,Pesnik
4521873,Šahist
4527507,Akademski glasbenik
4527507,Čelist
4559570,Slikar
4559570,Ilustrator
4576873,Atlet
4657024,Zoolog
4657024,Pisatelj
4682119,Nogometaš
4682622,Mladinski pisatelj
4682622,Tekstopisec
4682622,Kantavtor
4682622,Pevec
4682622,Pesnik
4682622,Skladatelj
4712377,Vojaška osebnost
4712384,Prevajalec
4712384,Politik
4712384,Publicist
4712384,Jezikoslovec
4712384,Založnik
4712384,Novinar
4712396,Kajakaš
4714950,Filmski režiser
4714950,Skladatelj
4714953,Agronom
4714953,Pisatelj
4715003,Motociklist
4715005,Literarni zgodovinar
4715005,Novinar
4715005,Urednik
4715005,Dramaturg
4715005,Politik
4715005,Pisatelj
4716096,Režiser
4716096,Gledališki režiser
4716096,Novinar
4716096,Dramaturg
4716096,Igralec
4716102,Košarkar
4716155,Publicist
4716155,Lutkar
4716155,Slikar
4716155,Partizan
4716156,Jezikoslovec
4716156,Novinar
4716156,Prevajalec
4716156,Zgodovinar
4716156,Pisatelj
4716159,Slikar
4716159,Ilustrator
4721582,Jezikoslovec
4721582,Literarni zgodovinar
4721582,Kritik
4721582,Literarni kritik
4721582,Novinar
4721582,Prevajalec
4721582,Pisatelj
4721595,Filozof
4721595,Sociolog
4721595,Teolog
4721595,Duhovnik
4721598,Politik
4721598,Poslovnež
4721598,Odvetnik
4721606,Jezikoslovec
4721606,Urednik
4721606,Prevajalec
4721606,Pisatelj
4725613,Televizijski igralec
4725613,Igralec
4727604,Glasbenik
4733829,Nogometaš
4734275,Urednik
4734275,Prevajalec
4734275,Skladatelj
4734278,Skladatelj
4734280,Esejist
4734280,Mikrobiolog
4734280,Urednik
4734280,Pesnik
4734280,Zdravnik
4734280,Pisatelj
4734283,Novinar
4734283,Urednik
4734283,Duhovnik
4734283,Zgodovinar
4734283,Diplomat
4734283,Politik
4738574,Pevec
4742449,Nogometaš
4750364,Rokometaš
4750386,Alpski smučar
4750386,Športni strokovni komentator
4754719,Nogometaš
4755589,Matematik
4755589,Astrolog
4755589,Zdravnik
4755589,Astronom
4756029,Diplomat
4756029,Politik
4756038,Jezikoslovec
4756038,Prevajalec
4756038,Pisatelj
4756045,Režiser
4756045,Filmski režiser
4756045,Dramaturg
4756045,Dramatik
4756045,Pisatelj
4756051,Rokometaš
4756052,Alpski smučar
4756060,Jezikoslovec
4756060,Esejist
4756060,Urednik
4756060,Kustos
4756060,Prevajalec
4756060,Pesnik
4756063,Nogometaš
4756066,Nogometaš
4756066,Nogometni trener
4756073,Filmski režiser
4756074,Slikar
4756074,Ilustrator
4756074,Pevec
4756074,Pesnik
4756074,Pisatelj
4756075,Hokejist
4756075,Hokejski trener
4756078,Biolog
4756079,Fizik
4756079,Astronom
4756084,Alpski smučar
4764490,Pesnik
4764490,Učitelj
4764490,Pisatelj
4765700,Nogometaš
4765709,Atlet
4765711,Alpski smučar
4765714,Mladinski pisatelj
4765714,Pesnik
4765714,Pisatelj
4771098,Slikar
4771098,Psiholog
4775702,Plavalec
4775703,Slikar
4775764,Filozof
4775764,Univerzitetni profesor
4775764,Pedagog
4775764,Politik
4775908,Elektroinženir
4775953,Fizik
4775957,Pravnik
4775957,Politik
4775959,Jezikoslovec
4775959,Esejist
4775959,Prevajalec
4775959,Pesnik
4775959,Pisatelj
4775969,Paleontolog
4775969,Geolog
4775969,Pisatelj
4776021,Teolog
4776021,Avtor
4776021,Prevajalec
4776021,Duhovnik
4776021,Profesor
4776041,Filozof
4776041,Antropolog
4776041,Teolog
4776041,Psiholog
4776060,Esejist
